GEO_TTL,State,ESTAB,EMP,EMPSZES_TTL,PAYANN,YEAR
Missouri,29,140,325341,"Establishments with 1,000 employees or more",18400488,2013
Montana,30,36529,350196,All establishments,12446590,2013
Montana,30,22100,35741,Establishments with 1 to 4 employees,1315389,2013
Montana,30,6759,44595,Establishments with 5 to 9 employees,1377895,2013
Montana,30,4148,55942,Establishments with 10 to 19 employees,1801700,2013
Montana,30,2444,72255,Establishments with 20 to 49 employees,2346541,2013
Montana,30,700,48227,Establishments with 50 to 99 employees,1595961,2013
Montana,30,299,43704,Establishments with 100 to 249 employees,1758044,2013
Montana,30,55,19024,Establishments with 250 to 499 employees,812173,2013
Montana,30,12,8439,Establishments with 500 to 999 employees,379818,2013
Montana,30,12,22269,"Establishments with 1,000 employees or more",1059069,2013
Nebraska,31,52585,830073,All establishments,33113578,2013
Nebraska,31,28555,49167,Establishments with 1 to 4 employees,1867006,2013
Nebraska,31,10150,67452,Establishments with 5 to 9 employees,2171326,2013
Nebraska,31,6647,89465,Establishments with 10 to 19 employees,3061159,2013
Nebraska,31,4688,140459,Establishments with 20 to 49 employees,4968576,2013
Nebraska,31,1407,95935,Establishments with 50 to 99 employees,3510087,2013
Nebraska,31,788,118049,Establishments with 100 to 249 employees,4993827,2013
Nebraska,31,219,75364,Establishments with 250 to 499 employees,3446349,2013
Nebraska,31,84,56942,Establishments with 500 to 999 employees,2961564,2013
Nebraska,31,47,137240,"Establishments with 1,000 employees or more",6133684,2013
Nevada,32,60306,1047657,All establishments,41600674,2013
Nevada,32,32736,53088,Establishments with 1 to 4 employees,2746472,2013
Nevada,32,11117,74224,Establishments with 5 to 9 employees,2646409,2013
Nevada,32,8063,108693,Establishments with 10 to 19 employees,3987169,2013
Nevada,32,5131,153037,Establishments with 20 to 49 employees,5760730,2013
Nevada,32,1785,121549,Establishments with 50 to 99 employees,4558815,2013
Nevada,32,1019,151356,Establishments with 100 to 249 employees,5985798,2013
Nevada,32,246,86748,Establishments with 250 to 499 employees,3349472,2013
Nevada,32,115,79580,Establishments with 500 to 999 employees,3133949,2013
Nevada,32,94,219382,"Establishments with 1,000 employees or more",9431860,2013
New Hampshire,33,37185,551793,All establishments,24905652,2013
New Hampshire,33,19650,35229,Establishments with 1 to 4 employees,1635780,2013
New Hampshire,33,7504,49870,Establishments with 5 to 9 employees,1919021,2013
New Hampshire,33,4923,66228,Establishments with 10 to 19 employees,2691424,2013
New Hampshire,33,3254,97314,Establishments with 20 to 49 employees,4009585,2013
New Hampshire,33,1032,70086,Establishments with 50 to 99 employees,2902006,2013
New Hampshire,33,600,88236,Establishments with 100 to 249 employees,3801804,2013
New Hampshire,33,150,51357,Establishments with 250 to 499 employees,2409880,2013
New Hampshire,33,51,34146,Establishments with 500 to 999 employees,1900354,2013
New Hampshire,33,21,59327,"Establishments with 1,000 employees or more",3635798,2013
New Jersey,34,230281,3492216,All establishments,195072595,2013
New Jersey,34,132611,228855,Establishments with 1 to 4 employees,10531936,2013
New Jersey,34,40567,267846,Establishments with 5 to 9 employees,11230800,2013
New Jersey,34,26940,363040,Establishments with 10 to 19 employees,15833060,2013
New Jersey,34,18467,559026,Establishments with 20 to 49 employees,26056145,2013
New Jersey,34,6346,435481,Establishments with 50 to 99 employees,22554398,2013
New Jersey,34,3833,579951,Establishments with 100 to 249 employees,31264590,2013
New Jersey,34,961,323147,Establishments with 250 to 499 employees,20971363,2013
New Jersey,34,317,215717,Establishments with 500 to 999 employees,16021171,2013
New Jersey,34,239,519153,"Establishments with 1,000 employees or more",40609132,2013
New Mexico,35,43737,606002,All establishments,23205493,2013
New Mexico,35,22876,41238,Establishments with 1 to 4 employees,1513648,2013
New Mexico,35,8761,58019,Establishments with 5 to 9 employees,1874385,2013
New Mexico,35,6095,82424,Establishments with 10 to 19 employees,2750510,2013
New Mexico,35,4018,120394,Establishments with 20 to 49 employees,4148404,2013
New Mexico,35,1148,79092,Establishments with 50 to 99 employees,2682060,2013
New Mexico,35,615,90972,Establishments with 100 to 249 employees,3487106,2013
New Mexico,35,160,54251,Establishments with 250 to 499 employees,2321559,2013
New Mexico,35,46,30304,Establishments with 500 to 999 employees,1261025,2013
New Mexico,35,18,49308,"Establishments with 1,000 employees or more",3166796,2013
New York,36,532669,7688492,All establishments,466815127,2013
New York,36,323531,538673,Establishments with 1 to 4 employees,25705544,2013
New York,36,88427,583557,Establishments with 5 to 9 employees,24329463,2013
New York,36,58097,782783,Establishments with 10 to 19 employees,34781922,2013
New York,36,38867,1170130,Establishments with 20 to 49 employees,57013740,2013
New York,36,12820,878414,Establishments with 50 to 99 employees,48054677,2013
New York,36,7418,1119247,Establishments with 100 to 249 employees,68976223,2013
New York,36,2083,717669,Establishments with 250 to 499 employees,47365442,2013
New York,36,860,584473,Establishments with 500 to 999 employees,43676044,2013
New York,36,566,1313546,"Establishments with 1,000 employees or more",116912072,2013
North Carolina,37,218285,3421195,All establishments,143341880,2013
North Carolina,37,115457,200383,Establishments with 1 to 4 employees,7870600,2013
North Carolina,37,42441,281769,Establishments with 5 to 9 employees,9502428,2013
North Carolina,37,28616,387271,Establishments with 10 to 19 employees,13269250,2013
North Carolina,37,20202,614224,Establishments with 20 to 49 employees,21157825,2013
North Carolina,37,6651,454311,Establishments with 50 to 99 employees,16904424,2013
North Carolina,37,3473,515937,Establishments with 100 to 249 employees,21630861,2013
North Carolina,37,909,312565,Establishments with 250 to 499 employees,15143278,2013
North Carolina,37,346,239135,Establishments with 500 to 999 employees,13115916,2013
North Carolina,37,190,415600,"Establishments with 1,000 employees or more",24747298,2013
North Dakota,38,24088,342747,All establishments,15559617,2013
North Dakota,38,12739,21495,Establishments with 1 to 4 employees,946092,2013
North Dakota,38,4533,30186,Establishments with 5 to 9 employees,1139525,2013
North Dakota,38,3282,44626,Establishments with 10 to 19 employees,1737364,2013
North Dakota,38,2265,67294,Establishments with 20 to 49 employees,2857294,2013
North Dakota,38,759,52968,Establishments with 50 to 99 employees,2258677,2013
North Dakota,38,379,56149,Establishments with 100 to 249 employees,2615477,2013
North Dakota,38,97,32976,Establishments with 250 to 499 employees,1791184,2013
North Dakota,38,24,16337,Establishments with 500 to 999 employees,918858,2013
North Dakota,38,10,20716,"Establishments with 1,000 employees or more",1295146,2013
Ohio,39,250117,4587136,All establishments,195630962,2013
Ohio,39,121426,221903,Establishments with 1 to 4 employees,9110713,2013
Ohio,39,51387,341231,Establishments with 5 to 9 employees,11543153,2013
Ohio,39,36338,487943,Establishments with 10 to 19 employees,17218558,2013
Ohio,39,24665,746223,Establishments with 20 to 49 employees,27063829,2013
Ohio,39,8975,617187,Establishments with 50 to 99 employees,24179688,2013
Ohio,39,5265,782417,Establishments with 100 to 249 employees,32643292,2013
Ohio,39,1326,454675,Establishments with 250 to 499 employees,21984416,2013
Ohio,39,463,319109,Establishments with 500 to 999 employees,17801539,2013
Ohio,39,272,616448,"Establishments with 1,000 employees or more",34085774,2013
Oklahoma,40,91717,1325927,All establishments,54712621,2013
Oklahoma,40,49304,88154,Establishments with 1 to 4 employees,3424921,2013
Oklahoma,40,17750,117673,Establishments with 5 to 9 employees,3904801,2013
Oklahoma,40,11743,158898,Establishments with 10 to 19 employees,5432277,2013
Oklahoma,40,8351,251539,Establishments with 20 to 49 employees,8809413,2013
Oklahoma,40,2667,183375,Establishments with 50 to 99 employees,6856006,2013
Oklahoma,40,1349,201691,Establishments with 100 to 249 employees,8636038,2013
Oklahoma,40,366,126758,Establishments with 250 to 499 employees,5974779,2013
Oklahoma,40,133,91685,Establishments with 500 to 999 employees,4901666,2013
Oklahoma,40,54,106154,"Establishments with 1,000 employees or more",6772720,2013
Oregon,41,108527,1396563,All establishments,61062097,2013
Oregon,41,59816,102866,Establishments with 1 to 4 employees,3967865,2013
Oregon,41,21067,139874,Establishments with 5 to 9 employees,4541600,2013
Oregon,41,14192,190732,Establishments with 10 to 19 employees,6509308,2013
Oregon,41,8908,265348,Establishments with 20 to 49 employees,9771378,2013
Oregon,41,2648,180638,Establishments with 50 to 99 employees,7500665,2013
Oregon,41,1361,201640,Establishments with 100 to 249 employees,8655697,2013
Oregon,41,360,119907,Establishments with 250 to 499 employees,6090587,2013
Oregon,41,119,84997,Establishments with 500 to 999 employees,4857035,2013
Oregon,41,56,110561,"Establishments with 1,000 employees or more",9167962,2013
Pennsylvania,42,297692,5180805,All establishments,237620227,2013
Pennsylvania,42,151526,278100,Establishments with 1 to 4 employees,11140398,2013
Pennsylvania,42,60309,398669,Establishments with 5 to 9 employees,14084350,2013
Pennsylvania,42,40186,543616,Establishments with 10 to 19 employees,20429451,2013
Pennsylvania,42,28060,846018,Establishments with 20 to 49 employees,33748378,2013
Pennsylvania,42,9765,673727,Establishments with 50 to 99 employees,28392338,2013
Pennsylvania,42,5551,839949,Establishments with 100 to 249 employees,37188191,2013
Pennsylvania,42,1420,481310,Establishments with 250 to 499 employees,24986758,2013
Pennsylvania,42,553,375880,Establishments with 500 to 999 employees,21984850,2013
Pennsylvania,42,322,743536,"Establishments with 1,000 employees or more",45665513,2013
Rhode Island,44,28026,408489,All establishments,17783511,2013
Rhode Island,44,15470,26490,Establishments with 1 to 4 employees,1166082,2013
Rhode Island,44,5184,34380,Establishments with 5 to 9 employees,1308230,2013
Rhode Island,44,3606,48366,Establishments with 10 to 19 employees,1792509,2013
Rhode Island,44,2390,72083,Establishments with 20 to 49 employees,2745163,2013
Rhode Island,44,759,51701,Establishments with 50 to 99 employees,2142603,2013
Rhode Island,44,470,69805,Establishments with 100 to 249 employees,2968925,2013
Rhode Island,44,84,27690,Establishments with 250 to 499 employees,1322804,2013
Rhode Island,44,39,27291,Establishments with 500 to 999 employees,1619303,2013
Rhode Island,44,24,50683,"Establishments with 1,000 employees or more",2717892,2013
South Carolina,45,101545,1583213,All establishments,59301204,2013
South Carolina,45,52800,95614,Establishments with 1 to 4 employees,3491698,2013
South Carolina,45,20659,136630,Establishments with 5 to 9 employees,4247615,2013
South Carolina,45,13672,184804,Establishments with 10 to 19 employees,5926302,2013
South Carolina,45,9154,278542,Establishments with 20 to 49 employees,8945064,2013
South Carolina,45,2967,202929,Establishments with 50 to 99 employees,6752881,2013
South Carolina,45,1617,241243,Establishments with 100 to 249 employees,8873794,2013
South Carolina,45,418,143463,Establishments with 250 to 499 employees,6469248,2013
South Carolina,45,166,114568,Establishments with 500 to 999 employees,5264095,2013
South Carolina,45,92,185420,"Establishments with 1,000 employees or more",9330507,2013
South Dakota,46,26021,340485,All establishments,12355238,2013
South Dakota,46,14483,25368,Establishments with 1 to 4 employees,918828,2013
South Dakota,46,4975,32917,Establishments with 5 to 9 employees,1012387,2013
South Dakota,46,3356,45064,Establishments with 10 to 19 employees,1449134,2013
South Dakota,46,2091,62621,Establishments with 20 to 49 employees,2044193,2013
South Dakota,46,656,44695,Establishments with 50 to 99 employees,1535922,2013
South Dakota,46,337,51171,Establishments with 100 to 249 employees,1913562,2013
South Dakota,46,81,27770,Establishments with 250 to 499 employees,970973,2013
South Dakota,46,31,21525,Establishments with 500 to 999 employees,1185794,2013
South Dakota,46,11,29354,"Establishments with 1,000 employees or more",1324445,2013
Tennessee,47,130819,2394068,All establishments,99010880,2013
Tennessee,47,63521,120470,Establishments with 1 to 4 employees,4896597,2013
Tennessee,47,27509,182665,Establishments with 5 to 9 employees,6231451,2013
Tennessee,47,18357,248172,Establishments with 10 to 19 employees,8863460,2013
Tennessee,47,13173,396811,Establishments with 20 to 49 employees,14612807,2013
Tennessee,47,4433,306632,Establishments with 50 to 99 employees,12125271,2013
Tennessee,47,2670,395831,Establishments with 100 to 249 employees,15939180,2013
Tennessee,47,778,266001,Establishments with 250 to 499 employees,11865216,2013
Tennessee,47,240,165023,Establishments with 500 to 999 employees,8151306,2013
Tennessee,47,138,312463,"Establishments with 1,000 employees or more",16325592,2013
Texas,48,547190,9663567,All establishments,468417086,2013
Texas,48,280251,498421,Establishments with 1 to 4 employees,24298762,2013
Texas,48,106199,702439,Establishments with 5 to 9 employees,26421548,2013
Texas,48,73731,998889,Establishments with 10 to 19 employees,38565049,2013
Texas,48,53851,1627377,Establishments with 20 to 49 employees,65286409,2013
Texas,48,18197,1248521,Establishments with 50 to 99 employees,54610699,2013
Texas,48,10536,1586096,Establishments with 100 to 249 employees,75963703,2013
